text,class,mpr
These developments are likely to have a dampening effect on borrowing.,2,2007-10-18
Growth of the broad monetary aggregates has remained robust since the July Update and points to upward pressure on inflation through 2008.,2,2007-10-18
"In the United States, the Federal Reserve lowered the target for the federal funds rate by 50 basis points on 18 September, and short-term rates embody expectations of a further modest reduction in coming months.",2,2007-10-18
Markets are pricing in a likelihood of a modest hike in policy rates by the European Central Bank and the Bank of Japan in coming months.,2,2007-10-18
"In Canada, market expectations, based on short-term interest rates, currently suggest little change in the policy rate in the coming months.",2,2007-10-18
"Through July and August, the Canadian dollar generally traded in the range of 93 to 95.5 cents US assumed in the July Update, but since then has appreciated sharply, moving as high as US$1.03.",2,2007-10-18
The recent movement partly reflects the broad-based weakness in the US dollar (against the currencies of its main trading partners with flexible exchange rates).,2,2007-10-18
This has occurred against the background of a weaker outlook for economic growth and inflation and a lower policy interest rate in the United States.,1,2007-10-18
"In addition, the Canadian dollar continues to be supported by firm commodity prices, particularly oil, and strong domestic demand.",2,2007-10-18
"That said, the magnitude of the recent appreciation appears to have been stronger than historical experience would have suggested.",2,2007-10-18
This section describes the Bank's outlook for the global and Canadian economies through 2009.,2,2007-10-18
Underlying the base-case projection are a number of key assumptions.,2,2007-10-18
"First, it is assumed that over the projection period, the Canadian dollar will average 98 cents US, the midpoint of the range since the July Update of 93 to 103 cents US.",2,2007-10-18
"Second, energy prices are assumed to evolve along a path that is consistent with current futures prices.",2,2007-10-18
"Third, global credit conditions are assumed to remain tighter.",1,2007-10-18
"For Canada, it is assumed that the cost of credit to firms and households, relative to the overnight rate, will remain around 25 basis points higher overall than it was prior to the recent financial market turbulence.",2,2007-10-18
"Fourth, trend labour productivity in Canada is assumed to grow at 1.5 per cent over the projection period.",2,2007-10-18
"Finally, an orderly adjustment of global imbalances is assumed.",2,2007-10-18
"The global economy expanded at a strong pace in the first three quarters of 2007, led by developing economies.",2,2007-10-18
Annual average global economic growth for 2007 is now projected to be somewhat higher than in the July Update.,2,2007-10-18
"Over 2008 and 2009, the strength of global economic growth is still expected to ease modestly.",2,2007-10-18
"Economic growth in Japan and the euro zone has been slightly weaker than expected, but the slowdown in investment that underlies this weakness is likely to be short lived, since business balance sheets and profits are generally strong.",2,2007-10-18
"In addition, ongoing improvements in labour markets will continue to support household spending.",3,2007-10-18
"Overall, economic growth in Japan and the euro zone is expected to be close to their growth in potential over the next few years, despite some near-term effects related to current financial conditions and weaker US demand.",3,2007-10-18
"Economic growth in the United Kingdom has been stronger than anticipated in the first half of the year, but recent financial events are expected to slow growth to closer to potential over the near term.",3,2007-10-18
"In China and emerging Asia, growth remains strong.",3,2007-10-18
"Inflationary pressures appear to be building in China, with higher prices for basic commodities such as food and energy.",1,2007-10-18
